listing_id,price,make,segment,model_year,vehicle_age,mileage,transmission,fuel_type,engine_size,province,service_history,previous_owners,accident_history,warranty_months,seller_type,colour
SA02078,56500,Audi,Sedan,2009,17,16500,Manual,Diesel,1.9,Limpopo,Full,6,No,0,Dealership,Black
SA01688,150000,Mercedes-Benz,SUV,2016,10,199500,Automatic,Petrol,2.5,Limpopo,Full,3,No,0,Dealership,Grey
SA01915,284500,Mercedes-Benz,Bakkie,2021,5,217000,Manual,Petrol,2.6,Free State,Full,3,No,13,Dealership,Silver
SA01203,186500,BMW,Luxury,2016,10,252500,Automatic,Petrol,3.1,Western Cape,Partial,4,Yes,0,Dealership,Black
SA02019,130000,Volkswagen,Sedan,2018,8,60500,Automatic,Petrol,1.6,KwaZulu-Natal,Full,4,No,0,Dealership,Red
SA00815,65000,Toyota,Sedan,2010,16,214500,Automatic,Diesel,1.7,Gauteng,None,3,No,0,Private,White
SA01530,50500,Nissan,Hatchback,2015,11,116000,Automatic,Petrol,1.9,Limpopo,Full,3,No,0,Private,Other
SA00231,53500,Kia,Sedan,2012,14,117500,Manual,Diesel,2.3,Gauteng,Full,4,No,0,Private,White
SA00988,227000,Suzuki,Bakkie,2019,7,116000,Automatic,Petrol,2.6,Western Cape,Full,3,No,0,Dealership,Grey
SA00237,46000,Kia,Hatchback,2013,13,311500,Automatic,Petrol,1.4,Western Cape,Full,3,No,0,Dealership,White
SA01154,265000,Toyota,Sedan,2023,3,75000,Automatic,Petrol,1.8,KwaZulu-Natal,Full,1,No,27,Dealership,Silver
SA02304,65500,Toyota,SUV,2009,17,196500,Automatic,Diesel,2.3,Western Cape,Full,4,No,0,Dealership,Grey
SA00291,129000,Volkswagen,SUV,2017,9,106000,Automatic,Petrol,2.3,Eastern Cape,Full,3,Yes,0,Dealership,White
SA02133,89000,Isuzu,Bakkie,2013,13,341000,Manual,Diesel,2.4,Western Cape,Full,4,No,0,Dealership,Other
SA01678,154500,Ford,Bakkie,2019,7,168000,Manual,Diesel,2.6,KwaZulu-Natal,Full,4,No,0,Dealership,White
SA01819,77500,Isuzu,SUV,2014,12,257500,Automatic,Diesel,1.8,Northern Cape,Partial,3,No,0,Private,Red
SA02042,219500,Toyota,Hatchback,2023,3,33500,Automatic,Petrol,1.4,Western Cape,Full,1,No,45,Dealership,White
SA00737,750000,Audi,Luxury,2025,1,18500,Automatic,Petrol,2.4,Gauteng,Full,2,No,60,Dealership,Blue
SA00622,178500,Ford,Sedan,2022,4,182000,Manual,Petrol,1.8,KwaZulu-Natal,Full,1,No,31,Private,Black
SA00749,414500,Volkswagen,Luxury,2022,4,56500,Automatic,Petrol,2.9,Western Cape,Full,2,No,36,Dealership,Other
SA02027,191500,Renault,SUV,2019,7,85000,Automatic,Diesel,2.3,KwaZulu-Natal,Full,3,No,0,Private,Blue
SA00635,24000,Renault,Hatchback,2007,19,160000,Manual,Diesel,1.1,KwaZulu-Natal,Full,5,No,0,Dealership,Other
SA01581,119500,Kia,SUV,2016,10,169500,Automatic,Petrol,2.2,Limpopo,Full,3,No,0,Private,Black
SA02185,30000,Kia,Bakkie,2006,20,350000,Manual,Diesel,2.4,Gauteng,Full,5,No,0,Dealership,Grey
SA01488,85000,Kia,Hatchback,2018,8,104000,Manual,Petrol,1.3,Gauteng,Full,3,No,0,Dealership,White
SA00719,147500,Toyota,Bakkie,2015,11,312000,Manual,Diesel,2.4,Western Cape,Full,3,No,0,Private,Silver
SA02371,216500,Toyota,Sedan,2023,3,49500,Automatic,Petrol,1.8,Gauteng,None,1,No,38,Private,Grey
SA01215,62000,Suzuki,Hatchback,2016,10,239000,Manual,Petrol,1.3,Free State,Full,2,Yes,0,Private,Silver
SA00440,86000,Toyota,Hatchback,2019,7,309000,Automatic,Diesel,1.1,Gauteng,Full,3,No,0,Private,Black
SA00464,234000,Hyundai,Luxury,2021,5,32000,Automatic,Petrol,2.7,Gauteng,Full,2,No,6,Dealership,White
SA02099,79500,BMW,Luxury,2009,17,40000,Manual,Diesel,2.8,Western Cape,Full,5,No,0,Private,Silver
SA00222,354000,Ford,SUV,2024,2,41000,Automatic,Hybrid,2.3,Gauteng,None,2,No,56,Private,Black
SA00285,380000,Volkswagen,SUV,2024,2,48000,Automatic,Diesel,2.5,Gauteng,Full,2,No,45,Dealership,Blue
SA00039,66500,Volkswagen,Bakkie,2013,13,350000,Automatic,Petrol,2.4,Gauteng,Full,4,Yes,0,Dealership,Other
SA01334,128500,Ford,Hatchback,2020,6,87000,Manual,Petrol,1.2,Western Cape,Partial,2,No,0,Dealership,White
SA01357,355500,Mercedes-Benz,Luxury,2018,8,168000,Automatic,Petrol,2.6,KwaZulu-Natal,Full,3,No,0,Private,White
SA01554,268000,Isuzu,Sedan,2024,2,44500,Manual,Petrol,1.6,Western Cape,Partial,1,No,55,Dealership,Silver
SA00662,166000,Renault,SUV,2019,7,121500,Automatic,Petrol,2.5,Western Cape,Partial,4,No,0,Private,Silver
SA00776,256500,Hyundai,SUV,2022,4,4000,Automatic,Diesel,2,Eastern Cape,Full,3,No,26,Private,White
SA02416,131000,Mercedes-Benz,Luxury,2014,12,197500,Automatic,Petrol,3.1,KwaZulu-Natal,Full,4,No,0,Private,Grey
SA01447,102500,Mercedes-Benz,Luxury,2012,14,290500,Manual,Petrol,2.7,KwaZulu-Natal,Full,4,No,0,Private,Other
SA01047,172500,BMW,Luxury,2016,10,172000,Manual,Petrol,2.3,KwaZulu-Natal,Partial,2,No,0,Dealership,Other
SA01081,210000,Mercedes-Benz,Sedan,2021,5,37500,Manual,Petrol,1.3,Western Cape,Partial,3,No,9,Private,Blue
SA00451,266500,Kia,Luxury,2022,4,33000,Automatic,Petrol,2.8,Gauteng,Full,2,No,33,Private,Silver
SA00511,75500,Renault,Sedan,2014,12,196500,Automatic,Petrol,2.1,Limpopo,Partial,3,No,0,Dealership,Red
SA00312,153000,Audi,Luxury,2015,11,203500,Automatic,Petrol,3.2,Gauteng,Partial,3,No,0,Dealership,Black
SA01116,328500,Volkswagen,SUV,2025,1,74000,Automatic,Petrol,2.3,Gauteng,Full,1,No,45,Private,White
SA00257,436000,BMW,Luxury,2023,3,69000,Automatic,Petrol,2.3,Gauteng,Full,2,No,38,Private,Silver
SA01307,219500,Toyota,Sedan,2022,4,93500,Manual,Petrol,1.9,North West,Full,2,No,7,Private,Blue
SA00019,46500,Renault,SUV,2010,16,269000,Automatic,Diesel,2.4,Western Cape,Full,4,Yes,0,Private,Blue
SA00235,250500,Volkswagen,Sedan,2022,4,86500,Manual,Petrol,1.3,KwaZulu-Natal,Full,1,No,33,Dealership,Silver
SA02259,225000,BMW,Luxury,2016,10,90500,Automatic,Petrol,2.3,Gauteng,Full,2,No,0,Dealership,White
SA01985,77000,Ford,SUV,2011,15,144000,Automatic,Diesel,2.1,Gauteng,Partial,3,Yes,0,Dealership,Black
SA01359,114000,Volkswagen,Bakkie,2015,11,161000,Automatic,Diesel,2.3,Gauteng,None,4,No,0,Private,White
SA02200,234000,Ford,Sedan,2024,2,2500,Manual,Petrol,1.4,KwaZulu-Natal,Full,1,No,45,Private,White
SA02378,270000,Renault,SUV,2022,4,36000,Automatic,Diesel,2.7,Western Cape,Full,3,No,24,Dealership,Blue
SA02406,164500,Volkswagen,SUV,2020,6,51500,Automatic,Petrol,2.1,Free State,Partial,3,No,0,Dealership,White
SA00848,53500,Volkswagen,Hatchback,2013,13,174500,Manual,Petrol,1.6,Mpumalanga,Full,3,No,0,Dealership,Silver
SA01659,24000,Renault,Sedan,2009,17,350000,Automatic,Diesel,2.1,Eastern Cape,Full,5,No,0,Private,Other
SA01379,153000,Kia,Sedan,2015,11,186000,Manual,Diesel,1.8,Mpumalanga,Full,3,No,0,Dealership,Silver
SA01095,199000,Volkswagen,Hatchback,2024,2,35500,Automatic,Petrol,0.9,KwaZulu-Natal,Partial,1,No,37,Dealership,White
SA01060,262000,Isuzu,Sedan,2023,3,81000,Automatic,Petrol,2,Gauteng,Full,1,No,32,Dealership,Grey
SA01338,265500,Toyota,Bakkie,2020,6,167500,Manual,Diesel,2.2,Western Cape,Full,2,No,5,Private,White
SA01646,126000,BMW,Luxury,2013,13,96000,Automatic,Petrol,2.4,Mpumalanga,Partial,4,No,0,Dealership,Black
SA02291,116000,Volkswagen,Sedan,2016,10,107000,Automatic,Petrol,1.6,Eastern Cape,Full,3,No,0,Dealership,White
SA00743,217000,Toyota,Luxury,2017,9,136500,Automatic,Petrol,3,Gauteng,Full,3,Yes,0,Dealership,White
SA00510,126000,Hyundai,Bakkie,2016,10,252000,Automatic,Diesel,2.3,Northern Cape,Full,3,No,0,Dealership,White
SA00678,122500,Ford,SUV,2014,12,267500,Automatic,Petrol,2.4,North West,Full,3,No,0,Private,Silver
SA01571,132000,Hyundai,SUV,2018,8,121000,Manual,Petrol,2.5,Gauteng,Partial,3,No,0,Dealership,White
SA01279,172000,Toyota,Hatchback,2021,5,118000,Automatic,Petrol,1.1,Gauteng,Full,3,No,5,Dealership,Other
SA01342,217500,Renault,SUV,2021,5,138000,Automatic,Diesel,2.5,KwaZulu-Natal,Full,2,No,31,Dealership,Silver
SA01436,429000,Volkswagen,SUV,2025,1,6500,Manual,Hybrid,2.1,Limpopo,Full,1,No,60,Dealership,Black
SA02228,239500,BMW,SUV,2018,8,107500,Automatic,Diesel,2.4,Gauteng,Full,3,No,0,Dealership,Grey
SA01428,144500,Suzuki,Hatchback,2023,3,66000,Automatic,Petrol,1.6,Eastern Cape,Full,2,No,30,Dealership,White
SA00798,112000,Kia,Sedan,2022,4,51500,Manual,Petrol,2.1,Western Cape,Full,1,No,20,Private,White
SA02007,429500,Audi,Luxury,2023,3,64000,Manual,Petrol,2.7,Western Cape,Full,2,No,51,Dealership,Grey
SA00770,71000,Suzuki,Hatchback,2017,9,108500,Manual,Petrol,1.5,Gauteng,Partial,3,No,0,Private,White
SA01346,64000,Suzuki,Hatchback,2019,7,169000,Manual,Petrol,1.6,Free State,None,3,No,0,Dealership,White
SA00731,154000,Volkswagen,Hatchback,2023,3,55500,Manual,Diesel,1.5,Mpumalanga,Partial,2,No,48,Private,White
SA02287,139000,Kia,Hatchback,2022,4,18000,Automatic,Petrol,1.2,KwaZulu-Natal,Partial,2,No,26,Private,Black
SA01623,73000,Audi,Hatchback,2013,13,5000,Manual,Hybrid,1.4,Gauteng,None,4,No,0,Dealership,Grey
SA00529,243500,Ford,SUV,2021,5,54000,Automatic,Diesel,2.8,Gauteng,Full,2,No,12,Private,Silver
SA00748,70500,Ford,Sedan,2015,11,123000,Manual,Diesel,1.7,North West,None,2,No,0,Private,Silver
SA00675,94500,Hyundai,Hatchback,2019,7,140500,Automatic,Petrol,1.4,Western Cape,Full,3,No,0,Dealership,Grey
SA02110,73500,Toyota,SUV,2012,14,172500,Automatic,Diesel,2.6,Gauteng,Partial,3,Yes,0,Dealership,White
SA00660,33000,Ford,Sedan,2008,18,3000,Manual,Petrol,1.6,Free State,Full,4,No,0,Dealership,White
SA00044,273500,Toyota,Sedan,2024,2,16000,Automatic,Petrol,1.9,Mpumalanga,Full,1,Yes,53,Private,Black
SA00379,212000,Isuzu,Bakkie,2015,11,46000,Manual,Diesel,2.5,Gauteng,Full,4,No,0,Dealership,White
SA00856,141500,Ford,SUV,2018,8,149000,Automatic,Diesel,2.2,Western Cape,Full,2,No,0,Dealership,Black
SA02286,271500,Audi,Luxury,2020,6,157000,Manual,Petrol,2.7,Western Cape,Full,4,No,5,Private,Silver
SA01202,251500,Volkswagen,SUV,2019,7,188500,Automatic,Diesel,2.3,Western Cape,None,2,No,1,Dealership,Black
SA01165,56500,Ford,SUV,2012,14,297500,Manual,Diesel,2.1,Gauteng,Full,4,No,0,Dealership,White
SA02296,259000,Ford,Bakkie,2020,6,138000,Manual,Petrol,2.1,Western Cape,Full,3,No,0,Dealership,Grey
SA00012,319000,Toyota,Bakkie,2024,2,2500,Manual,Diesel,2.8,Limpopo,Full,1,No,38,Private,White
SA01315,201500,Ford,Bakkie,2020,6,54000,Automatic,Diesel,2.5,Mpumalanga,None,2,No,0,Dealership,Grey
SA02145,162000,Volkswagen,SUV,2015,11,42000,Automatic,Hybrid,2.2,KwaZulu-Natal,Partial,2,No,0,Dealership,Silver
SA02333,54500,Toyota,Luxury,2011,15,245500,Automatic,Petrol,2.2,Western Cape,None,4,No,0,Private,Black
SA01478,252500,Nissan,Sedan,2025,1,2500,Automatic,Petrol,1.9,KwaZulu-Natal,Full,3,No,60,Dealership,Black
SA01019,292500,BMW,Hatchback,2024,2,60000,Automatic,Petrol,1.3,Gauteng,Full,2,No,48,Dealership,Grey
SA01179,192000,Mercedes-Benz,Luxury,2013,13,219500,Automatic,Petrol,2.8,Mpumalanga,Full,3,No,0,Dealership,Grey
SA02237,213500,Hyundai,Bakkie,2021,5,115000,Manual,Diesel,2.7,Gauteng,Partial,2,No,13,Private,Other
SA00543,41500,Hyundai,Sedan,2010,16,207500,Automatic,Petrol,1.5,Western Cape,Partial,3,No,0,Dealership,Black
SA00894,69500,Toyota,Sedan,2013,13,166500,Automatic,Diesel,1.5,Western Cape,Full,5,No,0,Dealership,Silver
SA00087,35500,Isuzu,Sedan,2006,20,150500,Manual,Petrol,1.7,Gauteng,Full,5,No,0,Private,Silver
SA01038,182000,Volkswagen,Bakkie,2016,10,172000,Automatic,Diesel,2.4,Eastern Cape,Partial,3,No,0,Dealership,White
SA01451,92500,Toyota,Sedan,2016,10,97000,Manual,Petrol,1.2,Gauteng,Partial,3,No,0,Dealership,White
SA00531,89500,Toyota,SUV,2014,12,209000,Automatic,Diesel,2.4,North West,Full,4,No,0,Dealership,Black
SA00602,154000,Hyundai,Hatchback,2023,3,65500,Manual,Diesel,1,Limpopo,Partial,2,No,39,Dealership,White
SA00278,260000,BMW,Hatchback,2023,3,55000,Manual,Petrol,1,Gauteng,Full,1,No,45,Private,White
SA02281,84000,Ford,Hatchback,2017,9,202000,Automatic,Petrol,1.3,Western Cape,Full,2,No,0,Dealership,Grey
SA00062,81000,Volkswagen,Bakkie,2014,12,296500,Manual,Diesel,2.7,Gauteng,Full,3,No,0,Private,Silver
SA02214,213000,Toyota,Sedan,2023,3,14500,Automatic,Petrol,2.3,North West,Partial,3,No,28,Dealership,Blue
SA01539,282500,Suzuki,Luxury,2020,6,2500,Automatic,Petrol,2.5,Gauteng,None,3,No,3,Private,White
SA00586,122000,Ford,Sedan,2018,8,75500,Manual,Petrol,1.1,Northern Cape,Partial,3,No,0,Dealership,Other
SA00252,338500,Suzuki,SUV,2023,3,100000,Automatic,Diesel,2.6,Northern Cape,Full,1,No,44,Dealership,Red
SA01824,260500,Toyota,Luxury,2020,6,84500,Automatic,Petrol,2.6,North West,Full,2,No,0,Private,Grey
SA00099,130000,Nissan,Bakkie,2018,8,188500,Manual,Diesel,2.6,Free State,Partial,2,Yes,0,Private,White
SA02129,55000,Kia,Hatchback,2015,11,111500,Manual,Petrol,1.6,KwaZulu-Natal,Partial,3,No,0,Dealership,White
SA00097,232500,Volkswagen,Sedan,2024,2,41000,Automatic,Petrol,1.8,Gauteng,Partial,2,No,49,Private,Black
SA02103,152000,Volkswagen,Sedan,2021,5,34000,Manual,Petrol,1.8,KwaZulu-Natal,Partial,2,No,3,Private,White
SA01213,234000,Toyota,SUV,2020,6,97000,Automatic,Petrol,2.5,KwaZulu-Natal,Partial,2,No,0,Dealership,Black
SA02253,58000,Suzuki,Sedan,2013,13,60000,Automatic,Petrol,1.6,Western Cape,Full,3,No,0,Private,Black
SA00477,201000,Ford,Bakkie,2018,8,197500,Manual,Diesel,2.2,Gauteng,Full,2,No,0,Dealership,Other
SA01091,52000,Toyota,Hatchback,2012,14,163000,Manual,Diesel,1.7,North West,Partial,3,No,0,Dealership,Black
SA01084,709000,BMW,Luxury,2025,1,2500,Automatic,Petrol,2.8,Gauteng,Full,1,No,60,Dealership,Other
SA00736,460000,Audi,Luxury,2023,3,53000,Automatic,Petrol,2.5,KwaZulu-Natal,Full,3,No,43,Dealership,Blue
SA01187,39000,Ford,Hatchback,2011,15,203500,Manual,Petrol,1.5,North West,Full,3,No,0,Dealership,White
SA00981,323000,Ford,Bakkie,2023,3,94000,Automatic,Diesel,2.8,KwaZulu-Natal,Partial,3,No,40,Private,White
SA00559,161500,Toyota,Hatchback,2020,6,55500,Manual,Petrol,1.1,Western Cape,Full,3,No,4,Private,White
SA00323,105500,Suzuki,SUV,2016,10,323000,Automatic,Diesel,2.2,Gauteng,Full,2,No,0,Private,White
SA00086,79500,Toyota,Hatchback,2017,9,87500,Manual,Petrol,1,Gauteng,Full,2,No,0,Dealership,Other
SA00263,127000,BMW,Luxury,2012,14,121500,Automatic,Petrol,2.6,Western Cape,None,6,No,0,Dealership,Grey
SA00399,102000,Audi,Luxury,2011,15,197000,Automatic,Petrol,2.9,Western Cape,Full,3,No,0,Dealership,Black
SA01832,88500,BMW,Luxury,2010,16,160500,Automatic,Petrol,2.9,KwaZulu-Natal,Full,3,No,0,Dealership,White
SA00385,457000,Mercedes-Benz,Luxury,2022,4,59500,Manual,Diesel,3.3,Gauteng,Partial,3,No,12,Dealership,White
SA00792,24000,Toyota,Hatchback,2009,17,203000,Manual,Petrol,1.2,Free State,Full,5,Yes,0,Dealership,White
SA00228,304000,Nissan,Bakkie,2023,3,95000,Automatic,Diesel,2.7,Western Cape,None,3,No,39,Dealership,Grey
SA01920,200000,Nissan,Luxury,2015,11,19500,Automatic,Petrol,2.6,KwaZulu-Natal,Full,3,No,0,Dealership,Black
SA02116,22000,Kia,Hatchback,2008,18,251500,Manual,Petrol,1.7,KwaZulu-Natal,Full,5,No,0,Private,Black
SA02341,252000,Volkswagen,Bakkie,2021,5,43000,Manual,Petrol,2.4,Western Cape,Full,2,No,15,Private,Black
SA00300,122500,Toyota,Hatchback,2021,5,45000,Manual,Petrol,1.2,Western Cape,Partial,1,No,15,Private,Black
SA01430,185000,Volkswagen,Hatchback,2025,1,7000,Manual,Petrol,0.9,Free State,Full,1,No,60,Private,White
SA00128,611500,BMW,Luxury,2023,3,78500,Automatic,Petrol,2.8,Western Cape,Full,2,No,31,Dealership,White
SA00418,189500,Isuzu,Sedan,2017,9,92500,Automatic,Petrol,1.5,Western Cape,Full,3,No,0,Dealership,Silver
SA00503,370000,Audi,Luxury,2019,7,95500,Automatic,Petrol,2.9,Gauteng,Partial,2,No,0,Private,Blue
SA01106,101000,Isuzu,Hatchback,2017,9,29000,Manual,Petrol,1.5,Western Cape,Partial,2,No,0,Dealership,White
SA00387,220000,Nissan,Bakkie,2021,5,137000,Manual,Diesel,2.5,Western Cape,Full,2,No,9,Dealership,Blue
SA02394,253500,Toyota,Sedan,2021,5,16500,Manual,Petrol,2,Western Cape,Partial,5,No,19,Private,White
SA01111,194500,Mercedes-Benz,Luxury,2016,10,182000,Automatic,Petrol,2.7,Gauteng,Full,4,Yes,0,Private,Grey
SA02234,193000,Volkswagen,Hatchback,2025,1,40000,Automatic,Petrol,1.6,Mpumalanga,Partial,1,Yes,54,Dealership,White
SA02149,86500,Toyota,Sedan,2017,9,96500,Manual,Petrol,2.1,North West,Full,2,Yes,0,Dealership,White
SA01168,292000,Kia,Sedan,2025,1,2500,Manual,Petrol,1.4,Western Cape,Full,2,No,59,Dealership,Grey
SA00492,249000,Nissan,Bakkie,2020,6,10500,Manual,Diesel,2,KwaZulu-Natal,Full,2,No,0,Private,Red
SA00045,121500,Toyota,Bakkie,2016,10,220500,Manual,Diesel,2.6,Gauteng,Partial,2,No,0,Dealership,White
SA00331,184000,Renault,Hatchback,2024,2,25000,Manual,Diesel,1.7,Gauteng,Full,3,No,59,Dealership,Grey
SA01079,166500,Volkswagen,Bakkie,2016,10,350000,Manual,Diesel,2.1,Gauteng,Full,3,No,0,Dealership,White
SA01607,328000,Toyota,Bakkie,2024,2,20000,Automatic,Diesel,2.4,Western Cape,None,1,Yes,54,Dealership,Other
SA00384,299000,Hyundai,Bakkie,2022,4,112000,Automatic,Petrol,2.2,Gauteng,Full,2,No,28,Private,Black
SA01525,356500,Volkswagen,Bakkie,2024,2,55500,Manual,Diesel,2.9,Western Cape,Partial,1,No,49,Dealership,White
SA00024,161500,Toyota,Hatchback,2022,4,80000,Manual,Diesel,1.2,Gauteng,Full,2,No,19,Dealership,Black
SA01953,777500,Audi,Luxury,2023,3,17000,Manual,Petrol,2.9,North West,Full,2,No,22,Private,White
SA01696,240500,Mercedes-Benz,Hatchback,2023,3,15000,Automatic,Petrol,1.1,Gauteng,Full,1,No,25,Dealership,Other
SA01248,186500,Volkswagen,SUV,2017,9,58000,Manual,Diesel,2.4,Western Cape,Full,3,No,0,Dealership,White
SA02242,78000,Toyota,Hatchback,2016,10,101500,Manual,Petrol,1.2,Eastern Cape,Partial,3,No,0,Dealership,White
SA00161,46000,Toyota,Hatchback,2013,13,350000,Manual,Petrol,1.3,Gauteng,Full,3,Yes,0,Dealership,Other
SA02391,49000,Volkswagen,Sedan,2010,16,141500,Automatic,Petrol,2,Limpopo,Partial,4,No,0,Dealership,Black
SA00089,42000,Ford,Hatchback,2013,13,350000,Automatic,Diesel,1.7,Gauteng,Full,3,No,0,Private,Other
SA00999,26500,Nissan,Hatchback,2008,18,346000,Automatic,Petrol,1.5,Free State,Partial,6,No,0,Private,White
SA01806,428000,Ford,Luxury,2023,3,51000,Automatic,Petrol,3.1,Western Cape,Full,1,No,35,Private,Grey
SA00391,129500,Suzuki,SUV,2016,10,69000,Automatic,Petrol,1.8,Western Cape,Full,3,No,0,Dealership,Red
SA01384,69000,Hyundai,Hatchback,2018,8,102000,Automatic,Petrol,1.3,Mpumalanga,Full,5,Yes,0,Dealership,White
SA01503,64500,Volkswagen,SUV,2012,14,293000,Manual,Diesel,2.7,KwaZulu-Natal,Partial,3,No,0,Dealership,Silver
SA02075,200000,Renault,SUV,2021,5,3500,Automatic,Petrol,2.2,Gauteng,Partial,2,No,3,Private,White
SA01103,102500,Volkswagen,Hatchback,2020,6,17000,Manual,Petrol,1.3,KwaZulu-Natal,Partial,2,No,3,Private,White
SA00670,93000,Ford,SUV,2014,12,159500,Manual,Petrol,2,Free State,Full,3,No,0,Dealership,Silver
SA01555,326000,Mercedes-Benz,Luxury,2017,9,64000,Automatic,Petrol,3,Gauteng,Full,3,No,0,Private,White
SA01777,96500,Hyundai,Hatchback,2019,7,103000,Automatic,Petrol,1.7,Western Cape,Full,3,No,4,Dealership,Grey
SA01977,50000,Ford,SUV,2008,18,103000,Automatic,Petrol,2.5,Gauteng,Full,5,No,0,Dealership,Grey
SA01680,44000,Toyota,SUV,2009,17,350000,Automatic,Diesel,2.4,Limpopo,Full,4,No,0,Dealership,Black
SA00768,31500,Hyundai,Hatchback,2009,17,350000,Automatic,Diesel,2,Gauteng,Full,4,No,0,Dealership,White
SA00784,97000,Renault,Sedan,2019,7,82000,Manual,Petrol,1.3,Free State,Full,4,Yes,0,Dealership,Grey
SA01580,73500,Ford,SUV,2013,13,309000,Automatic,Diesel,2,KwaZulu-Natal,Full,3,No,0,Private,White
SA00163,572500,Toyota,Luxury,2025,1,47500,Automatic,Petrol,2.3,Western Cape,Full,1,No,60,Private,Black
SA02180,239500,Ford,Sedan,2023,3,47500,Manual,Diesel,1.5,Limpopo,Full,2,No,40,Dealership,Grey
SA00973,195500,Ford,SUV,2019,7,85500,Automatic,Petrol,2.4,Gauteng,Full,4,No,0,Private,Grey
SA01021,41500,Renault,Hatchback,2014,12,121000,Automatic,Diesel,1.6,Northern Cape,Partial,4,No,0,Private,Blue
SA00284,122500,Toyota,SUV,2016,10,197000,Automatic,Diesel,2.5,Eastern Cape,Partial,2,Yes,0,Dealership,White
SA00074,79500,Nissan,SUV,2011,15,154000,Automatic,Hybrid,2.3,KwaZulu-Natal,Full,4,No,0,Private,Red
SA02072,43000,Volkswagen,Sedan,2013,13,335500,Automatic,Petrol,2.2,Mpumalanga,Partial,3,No,0,Dealership,White
SA01657,98500,Mercedes-Benz,Luxury,2010,16,162000,Automatic,Petrol,2.5,Western Cape,Full,4,No,0,Private,White
SA02321,252000,Kia,SUV,2021,5,27000,Automatic,Petrol,2.3,Eastern Cape,Full,2,No,12,Dealership,White
SA02268,53000,Volkswagen,SUV,2009,17,350000,Automatic,Diesel,1.8,Western Cape,Full,4,No,0,Private,Grey
SA01955,68000,Toyota,Hatchback,2018,8,135500,Manual,Petrol,1.3,Gauteng,None,5,No,0,Dealership,Silver
SA01845,150000,Renault,Hatchback,2022,4,18500,Automatic,Petrol,1.9,Gauteng,Full,3,No,8,Private,White
SA01997,727500,Mercedes-Benz,Luxury,2025,1,2500,Automatic,Petrol,2.5,Western Cape,Full,2,No,51,Dealership,White
SA00218,356500,Volkswagen,SUV,2023,3,70500,Automatic,Diesel,1.9,Mpumalanga,Full,2,No,37,Dealership,Red
SA01701,340000,Ford,SUV,2022,4,82500,Automatic,Hybrid,2.2,Western Cape,Full,2,No,33,Private,White
SA00256,180000,Kia,Hatchback,2023,3,2500,Manual,Petrol,1.6,Gauteng,Full,2,No,46,Private,Black
SA00592,172500,Volkswagen,Luxury,2016,10,76500,Automatic,Petrol,2.9,Western Cape,Partial,2,No,0,Private,Silver
SA00551,31500,Toyota,Hatchback,2012,14,263500,Automatic,Petrol,0.9,Gauteng,None,3,No,0,Dealership,White
SA00427,321000,Kia,SUV,2022,4,2500,Automatic,Petrol,1.8,North West,Full,2,No,25,Dealership,White
SA01108,78500,Kia,Hatchback,2018,8,108000,Manual,Petrol,1.3,KwaZulu-Natal,Partial,2,No,0,Private,Black
SA00745,74000,Nissan,Hatchback,2016,10,153500,Manual,Diesel,1.6,Limpopo,Full,2,No,0,Dealership,White
SA01362,41000,Nissan,Bakkie,2008,18,335000,Manual,Diesel,2.9,KwaZulu-Natal,Full,5,No,0,Private,Silver
SA01944,211000,Kia,Luxury,2022,4,90500,Automatic,Petrol,2.5,Free State,Partial,3,No,18,Private,White
SA00026,190000,Audi,SUV,2017,9,102000,Automatic,Diesel,2.2,Northern Cape,Full,2,No,0,Private,Blue
SA02062,108500,Suzuki,Hatchback,2022,4,46500,Manual,Petrol,1.2,Northern Cape,Partial,2,No,29,Dealership,White
SA01167,382500,Volkswagen,SUV,2024,2,61500,Automatic,Diesel,2.1,Western Cape,Partial,2,No,40,Dealership,Black
SA00642,146000,Toyota,Bakkie,2020,6,175500,Automatic,Diesel,2.6,KwaZulu-Natal,Partial,2,No,3,Dealership,White
SA02184,39500,Renault,Hatchback,2012,14,63000,Automatic,Petrol,1.1,Western Cape,Partial,3,No,0,Private,Black
SA00609,156000,Ford,Sedan,2019,7,129500,Manual,Petrol,1.9,Western Cape,Partial,2,No,0,Dealership,White
SA00513,155500,Ford,SUV,2019,7,119000,Manual,Petrol,2.1,Western Cape,Full,3,No,0,Dealership,Silver
SA01846,121500,Renault,Sedan,2023,3,41500,Manual,Petrol,1.3,North West,None,4,No,33,Private,Blue
SA00797,29000,Suzuki,Sedan,2010,16,239500,Manual,Petrol,1.9,KwaZulu-Natal,Full,3,Yes,0,Dealership,Black
SA00651,227000,Volkswagen,SUV,2019,7,58500,Automatic,Petrol,2.3,Eastern Cape,Full,3,No,0,Private,Blue
SA01972,294500,Toyota,Bakkie,2022,4,107000,Automatic,Diesel,2.4,KwaZulu-Natal,Full,2,No,34,Private,Grey
SA00908,194000,Hyundai,SUV,2018,8,109000,Automatic,Petrol,2.1,Mpumalanga,Partial,2,No,0,Dealership,White
SA00303,184000,Hyundai,SUV,2019,7,52500,Automatic,Diesel,2.1,Gauteng,Full,3,No,0,Dealership,Black
SA00159,116500,Toyota,Sedan,2017,9,138000,Automatic,Petrol,1.2,Gauteng,Partial,3,No,0,Private,Silver
